symbol,HGCN,uniprot,length,start,end,hmm.acc,hmm.name,type
26681,PCK2,Q16822,640,278,637,PF00821,PEPCK_GTP,Domain
26691,PCLAF,Q15004,111,1,111,PF15715,PAF,Domain
22518,PCLO,Q9Y6V0,5142,587,646,PF05715,zf-piccolo,Domain
22515,PCLO,Q9Y6V0,5142,1057,1115,PF05715,zf-piccolo,Domain
22517,PCLO,Q9Y6V0,5142,4502,4589,PF00595,PDZ,Domain
22514,PCLO,Q9Y6V0,5142,4707,4825,PF00168,C2,Domain
22516,PCLO,Q9Y6V0,5142,5024,5134,PF00168,C2,Domain
20973,PCM1,Q15154,2024,1372,1998,PF15717,PCM1_C,Family
36084,PCMT1,P22061,227,8,221,PF01135,PCMT,Family
24534,PCMTD1,Q96MG8,357,9,224,PF01135,PCMT,Family
30120,PCMTD2,Q9NV79,361,9,223,PF01135,PCMT,Family
21260,PCNA,P12004,261,1,125,PF00705,PCNA_N,Domain
21261,PCNA,P12004,261,127,254,PF02747,PCNA_C,Domain
26663,PCNP,Q8WW12,178,22,171,PF15473,PCNP,Family
20933,PCNT,O95613,3336,3138,3216,PF10495,PACT_coil_coil,Domain
28889,PCNX1,Q96RV3,2341,1782,2008,PF05041,Pecanex_C,Family
20582,PCNX2,A6NKB5,2137,1619,1844,PF05041,Pecanex_C,Family
25981,PCNX3,Q9H6A9,2034,1570,1796,PF05041,Pecanex_C,Family
28638,PCNX4,Q63HM2,1172,999,1170,PF05041,Pecanex_C,Family
31162,PCOLCE,Q15113,449,37,146,PF00431,CUB,Domain
31161,PCOLCE,Q15113,449,159,270,PF00431,CUB,Domain
31160,PCOLCE,Q15113,449,330,434,PF01759,NTR,Domain
31969,PCOLCE2,Q9UKZ9,415,33,141,PF00431,CUB,Domain
31967,PCOLCE2,Q9UKZ9,415,154,265,PF00431,CUB,Domain
31968,PCOLCE2,Q9UKZ9,415,309,412,PF01759,NTR,Domain
46482,PCOTH,Q58A44,107,NA,NA,NA,NA,NA
27083,PCP2,Q8IVA1,136,24,45,PF02188,GoLoco,Motif
27084,PCP2,Q8IVA1,136,64,84,PF02188,GoLoco,Motif
46026,PCP4,P48539,62,NA,NA,NA,NA,NA
46057,PCP4L1,A6NKN8,68,NA,NA,NA,NA,NA
24513,PCSK1,P29120,753,34,110,PF16470,S8_pro-domain,Domain
24511,PCSK1,P29120,753,158,442,PF00082,Peptidase_S8,Domain
24514,PCSK1,P29120,753,504,591,PF01483,P_proprotein,Family
24512,PCSK1,P29120,753,713,751,PF12177,Proho_convert,Domain
36031,PCSK1N,Q9UHG2,260,34,257,PF07259,ProSAAS,Family
25936,PCSK2,P16519,638,33,109,PF16470,S8_pro-domain,Domain
25934,PCSK2,P16519,638,158,445,PF00082,Peptidase_S8,Domain
25935,PCSK2,P16519,638,504,591,PF01483,P_proprotein,Family
27605,PCSK4,Q6UW60,755,37,113,PF16470,S8_pro-domain,Domain
27604,PCSK4,Q6UW60,755,149,432,PF00082,Peptidase_S8,Domain
27606,PCSK4,Q6UW60,755,489,575,PF01483,P_proprotein,Family
14463,PCSK5,Q92824,1860,38,114,PF16470,S8_pro-domain,Domain
14462,PCSK5,Q92824,1860,162,445,PF00082,Peptidase_S8,Domain
14465,PCSK5,Q92824,1860,505,595,PF01483,P_proprotein,Family
14464,PCSK5,Q92824,1860,635,756,PF14843,GF_recep_IV,Domain
24872,PCSK6,P29122,969,73,149,PF16470,S8_pro-domain,Domain
24870,PCSK6,P29122,969,196,479,PF00082,Peptidase_S8,Domain
24874,PCSK6,P29122,969,539,629,PF01483,P_proprotein,Family
24873,PCSK6,P29122,969,694,812,PF14843,GF_recep_IV,Domain
24871,PCSK6,P29122,969,935,966,PF08686,PLAC,Domain
31972,PCSK7,Q16549,785,53,141,PF16470,S8_pro-domain,Domain
31970,PCSK7,Q16549,785,178,462,PF00082,Peptidase_S8,Domain
31971,PCSK7,Q16549,785,525,612,PF01483,P_proprotein,Family
22878,PCSK9,Q8NBP7,692,77,152,PF05922,Inhibitor_I9,Domain
22880,PCSK9,Q8NBP7,692,177,436,PF00082,Peptidase_S8,Domain
22881,PCSK9,Q8NBP7,692,449,531,PF18459,PCSK9_C1,Domain
22877,PCSK9,Q8NBP7,692,535,600,PF18464,PCSK9_C2,Domain
22879,PCSK9,Q8NBP7,692,602,682,PF18463,PCSK9_C3,Domain
21935,PCTP,Q9UKL6,214,10,213,PF01852,START,Domain
20584,PCYOX1,Q9UHG3,505,39,106,PF13450,NAD_binding_8,Domain
20583,PCYOX1,Q9UHG3,505,128,494,PF07156,Prenylcys_lyase,Family
26371,PCYOX1L,Q8NBM8,494,31,98,PF13450,NAD_binding_8,Domain
26370,PCYOX1L,Q8NBM8,494,120,483,PF07156,Prenylcys_lyase,Family
24876,PCYT1A,P49585,367,80,208,PF01467,CTP_transf_like,Domain
21277,PCYT1B,Q9Y5K3,369,80,208,PF01467,CTP_transf_like,Domain
21506,PCYT2,Q99447,389,26,152,PF01467,CTP_transf_like,Domain
21505,PCYT2,Q99447,389,217,333,PF01467,CTP_transf_like,Domain
42790,PDAP1,Q13442,181,85,163,PF10252,PP28,Domain
21298,PDC,P20941,246,1,246,PF02114,Phosducin,Domain
31193,PDCD1,Q15116,288,37,145,PF07686,V-set,Domain
31177,PDCD10,Q9BUL8,212,14,161,PF06840,DUF1241,Family
9764,PDCD11,Q14690,1871,449,522,PF00575,S1,Domain
9763,PDCD11,Q14690,1871,540,611,PF00575,S1,Domain
9762,PDCD11,Q14690,1871,726,798,PF00575,S1,Domain
9766,PDCD11,Q14690,1871,1032,1100,PF00575,S1,Domain
9765,PDCD11,Q14690,1871,1725,1870,PF05843,Suf,Family
31620,PDCD1LG2,Q9BQ51,273,22,105,PF13927,Ig_3,Domain
31619,PDCD1LG2,Q9BQ51,273,125,202,PF08205,C2-set_2,Domain
25991,PDCD2,Q16342,344,135,172,PF01753,zf-MYND,Domain
25990,PDCD2,Q16342,344,189,339,PF04194,PDCD2_C,Domain
23824,PDCD2L,Q9BRP1,358,185,350,PF04194,PDCD2_C,Domain
7486,PDCD4,Q53EL6,469,164,275,PF02847,MA3,Family
7485,PDCD4,Q53EL6,469,327,440,PF02847,MA3,Family
26369,PDCD5,O14737,125,9,114,PF01984,dsDNA_bind,Family
30090,PDCD6,O75340,191,30,53,PF13202,EF-hand_5,Domain
30091,PDCD6,O75340,191,92,156,PF13499,EF-hand_7,Domain
30088,PDCD6IP,Q8WUM4,868,4,378,PF03097,BRO1,Domain
30089,PDCD6IP,Q8WUM4,868,412,701,PF13949,ALIX_LYPXL_bnd,Domain
22902,PDCD7,Q8N8D1,485,169,482,PF16021,PDCD7,Family
29792,PDCL,Q13371,301,35,299,PF02114,Phosducin,Domain
24220,PDCL2,Q8N4E4,241,8,235,PF02114,Phosducin,Domain
27082,PDCL3,Q9H2J4,239,7,235,PF02114,Phosducin,Domain
20961,PDE10A,Q9Y233,779,91,235,PF01590,GAF,Domain
20962,PDE10A,Q9Y233,779,266,412,PF01590,GAF,Domain
20963,PDE10A,Q9Y233,779,514,746,PF00233,PDEase_I,Domain
36063,PDE11A,Q9HCR9,933,217,370,PF01590,GAF,Domain
36061,PDE11A,Q9HCR9,933,402,558,PF01590,GAF,Domain
36062,PDE11A,Q9HCR9,933,663,899,PF00233,PDEase_I,Domain
21278,PDE12,Q6L8Q7,609,298,599,PF03372,Exo_endo_phos,Domain
35826,PDE1A,P54750,535,73,133,PF08499,PDEase_I_N,Family
35827,PDE1A,P54750,535,218,446,PF00233,PDEase_I,Domain
27922,PDE1B,Q01064,536,77,137,PF08499,PDEase_I_N,Family
27921,PDE1B,Q01064,536,222,450,PF00233,PDEase_I,Domain
31194,PDE1C,Q14123,709,82,142,PF08499,PDEase_I_N,Family
31195,PDE1C,Q14123,709,227,458,PF00233,PDEase_I,Domain
30114,PDE2A,O00408,941,241,372,PF01590,GAF,Domain
30115,PDE2A,O00408,941,409,548,PF01590,GAF,Domain
30113,PDE2A,O00408,941,655,889,PF00233,PDEase_I,Domain
26690,PDE3A,Q14432,1141,793,1022,PF00233,PDEase_I,Domain
24875,PDE3B,Q13370,1112,796,1008,PF00233,PDEase_I,Domain
27427,PDE4A,P27815,886,178,293,PF18100,PDE4_UCR,Domain
27426,PDE4A,P27815,886,432,673,PF00233,PDEase_I,Domain
23825,PDE4B,Q07343,736,166,281,PF18100,PDE4_UCR,Domain
23826,PDE4B,Q07343,736,405,646,PF00233,PDEase_I,Domain
27608,PDE4C,Q08493,712,152,268,PF18100,PDE4_UCR,Domain
27609,PDE4C,Q08493,712,387,628,PF00233,PDEase_I,Domain
27416,PDE4D,Q08499,809,223,339,PF18100,PDE4_UCR,Domain
27417,PDE4D,Q08499,809,461,702,PF00233,PDEase_I,Domain
30772,PDE4DIP,Q5VU43,2346,5,76,PF07989,Cnn_1N,Coiled-coil
30771,PDE4DIP,Q5VU43,2346,1556,1623,PF06758,Olduvai,Domain
22202,PDE5A,O76074,875,164,314,PF01590,GAF,Domain
22200,PDE5A,O76074,875,346,503,PF01590,GAF,Domain
22201,PDE5A,O76074,875,612,847,PF00233,PDEase_I,Domain
28899,PDE6A,P16499,860,73,222,PF01590,GAF,Domain
28900,PDE6A,P16499,860,254,431,PF01590,GAF,Domain
28898,PDE6A,P16499,860,558,803,PF00233,PDEase_I,Domain
20587,PDE6B,P35913,854,71,217,PF01590,GAF,Domain
20588,PDE6B,P35913,854,252,429,PF01590,GAF,Domain
20589,PDE6B,P35913,854,556,801,PF00233,PDEase_I,Domain
30119,PDE6C,P51160,858,75,224,PF01590,GAF,Domain
30117,PDE6C,P51160,858,256,433,PF01590,GAF,Domain
30118,PDE6C,P51160,858,561,806,PF00233,PDEase_I,Domain
23211,PDE6D,O43924,150,9,149,PF05351,GMP_PDE_delta,Family
43681,PDE6G,P18545,87,5,87,PF04868,PDE6_gamma,Family
1189,PDE6H,Q13956,83,2,83,PF04868,PDE6_gamma,Family
26652,PDE7A,Q13946,482,211,444,PF00233,PDEase_I,Domain
30092,PDE7B,Q9NP56,450,172,406,PF00233,PDEase_I,Domain
28111,PDE8A,O60658,829,216,325,PF00989,PAS,Domain
28110,PDE8A,O60658,829,555,807,PF00233,PDEase_I,Domain
25259,PDE8B,O95263,885,1,47,PF08629,PDE8,Family
25261,PDE8B,O95263,885,279,385,PF13426,PAS_9,Domain
25260,PDE8B,O95263,885,614,862,PF00233,PDEase_I,Domain
28890,PDE9A,O76083,593,311,542,PF00233,PDEase_I,Domain
260,PDF,Q9HBH1,243,64,234,PF01327,Pep_deformylase,Domain
31956,PDGFA,P04085,211,21,95,PF04692,PDGF_N,Family
31955,PDGFA,P04085,211,96,179,PF00341,PDGF,Domain
25275,PDGFB,P01127,241,21,93,PF04692,PDGF_N,Family
25274,PDGFB,P01127,241,97,180,PF00341,PDGF,Domain
28642,PDGFC,Q9NRA1,345,47,160,PF00431,CUB,Domain
28643,PDGFC,Q9NRA1,345,250,337,PF00341,PDGF,Domain
31953,PDGFD,Q9GZP0,370,53,167,PF00431,CUB,Domain
31954,PDGFD,Q9GZP0,370,272,362,PF00341,PDGF,Domain
26708,PDGFRA,P16234,1089,216,307,PF07679,I-set,Domain
26706,PDGFRA,P16234,1089,319,411,PF07679,I-set,Domain
26707,PDGFRA,P16234,1089,593,950,PF07714,PK_Tyr_Ser-Thr,Domain
21538,PDGFRB,P09619,1106,37,114,PF00047,ig,Domain
21535,PDGFRB,P09619,1106,213,295,PF13927,Ig_3,Domain
21537,PDGFRB,P09619,1106,327,413,PF07679,I-set,Domain
21536,PDGFRB,P09619,1106,600,958,PF07714,PK_Tyr_Ser-Thr,Domain
35593,PDGFRL,Q15198,375,271,361,PF13927,Ig_3,Domain
22857,PDHA1,P08559,390,66,362,PF00676,E1_dh,Family
26638,PDHA2,P29803,388,63,360,PF00676,E1_dh,Family
22177,PDHB,P11177,359,32,209,PF02779,Transket_pyr,Domain
22176,PDHB,P11177,359,226,349,PF02780,Transketolase_C,Domain
27596,PDHX,O00330,501,57,131,PF00364,Biotin_lipoyl,Domain
27595,PDHX,O00330,501,182,217,PF02817,E3_binding,Family
27594,PDHX,O00330,501,272,501,PF00198,2-oxoacid_dh,Domain
30087,PDIA2,Q13087,525,44,149,PF00085,Thioredoxin,Domain
30086,PDIA2,Q13087,525,179,366,PF13848,Thioredoxin_6,Domain
30085,PDIA2,Q13087,525,389,493,PF00085,Thioredoxin,Domain
24226,PDIA3,P30101,505,26,130,PF00085,Thioredoxin,Domain
24225,PDIA3,P30101,505,160,355,PF13848,Thioredoxin_6,Domain
24224,PDIA3,P30101,505,377,482,PF00085,Thioredoxin,Domain
24863,PDIA4,P13667,645,63,166,PF00085,Thioredoxin,Domain
24864,PDIA4,P13667,645,178,281,PF00085,Thioredoxin,Domain
24866,PDIA4,P13667,645,312,504,PF13848,Thioredoxin_6,Domain
24865,PDIA4,P13667,645,526,633,PF00085,Thioredoxin,Domain
29347,PDIA5,Q14554,519,153,258,PF00085,Thioredoxin,Domain
29345,PDIA5,Q14554,519,277,381,PF00085,Thioredoxin,Domain
29346,PDIA5,Q14554,519,398,503,PF00085,Thioredoxin,Domain
27081,PDIA6,Q15084,440,26,129,PF00085,Thioredoxin,Domain
27080,PDIA6,Q15084,440,161,267,PF00085,Thioredoxin,Domain
31671,PDIK1L,Q8N165,341,8,327,PF00069,Pkinase,Domain
26683,PDILT,Q8N807,584,44,150,PF00085,Thioredoxin,Domain
26685,PDILT,Q8N807,584,180,364,PF13848,Thioredoxin_6,Domain
26684,PDILT,Q8N807,584,388,491,PF00085,Thioredoxin,Domain
20971,PDK1,Q15118,436,56,220,PF10436,BCDHK_Adom3,Family
20970,PDK1,Q15118,436,268,393,PF02518,HATPase_c,Domain
36040,PDK2,Q15119,407,30,192,PF10436,BCDHK_Adom3,Family
36041,PDK2,Q15119,407,240,364,PF02518,HATPase_c,Domain
21523,PDK3,Q15120,406,26,188,PF10436,BCDHK_Adom3,Family
21522,PDK3,Q15120,406,236,362,PF02518,HATPase_c,Domain
29098,PDK4,Q16654,411,34,195,PF10436,BCDHK_Adom3,Family
29097,PDK4,Q16654,411,243,368,PF02518,HATPase_c,Domain
26390,PDLIM1,O00151,329,3,82,PF00595,PDZ,Domain
26389,PDLIM1,O00151,329,138,236,PF15936,DUF4749,Family
26388,PDLIM1,O00151,329,260,314,PF00412,LIM,Domain
36050,PDLIM2,Q96JY6,352,3,81,PF00595,PDZ,Domain
36052,PDLIM2,Q96JY6,352,193,259,PF15936,DUF4749,Family
36051,PDLIM2,Q96JY6,352,286,342,PF00412,LIM,Domain
22884,PDLIM3,Q53GG5,364,3,81,PF00595,PDZ,Domain
22885,PDLIM3,Q53GG5,364,184,272,PF15936,DUF4749,Family
22886,PDLIM3,Q53GG5,364,294,349,PF00412,LIM,Domain
25288,PDLIM4,P50479,330,4,81,PF00595,PDZ,Domain
25286,PDLIM4,P50479,330,147,228,PF15936,DUF4749,Family
25287,PDLIM4,P50479,330,255,309,PF00412,LIM,Domain
29743,PDLIM5,Q96HC4,596,4,82,PF00595,PDZ,Domain
29744,PDLIM5,Q96HC4,596,213,305,PF15936,DUF4749,Family
29747,PDLIM5,Q96HC4,596,420,475,PF00412,LIM,Domain
29745,PDLIM5,Q96HC4,596,479,534,PF00412,LIM,Domain
29746,PDLIM5,Q96HC4,596,538,594,PF00412,LIM,Domain
27613,PDLIM7,Q9NR12,457,3,82,PF00595,PDZ,Domain
27611,PDLIM7,Q9NR12,457,282,337,PF00412,LIM,Domain
27612,PDLIM7,Q9NR12,457,341,396,PF00412,LIM,Domain
27610,PDLIM7,Q9NR12,457,400,457,PF00412,LIM,Domain
30116,PDP1,Q9P0J1,537,193,487,PF00481,PP2C,Family
21902,PDP2,Q9P2J9,529,196,483,PF00481,PP2C,Family
35576,PDPK1,O15530,556,82,342,PF00069,Pkinase,Domain
35577,PDPK1,O15530,556,446,548,PF14593,PH_3,Domain
27425,PDPK2P,Q6A1A2,396,55,315,PF00069,Pkinase,Domain
36065,PDPN,Q86YL7,162,28,161,PF05808,Podoplanin,Family
7498,PDPR,Q8NCN5,879,44,402,PF01266,DAO,Domain
7496,PDPR,Q8NCN5,879,405,460,PF16350,FAO_M,Family
7499,PDPR,Q8NCN5,879,462,739,PF01571,GCV_T,Domain
7497,PDPR,Q8NCN5,879,765,858,PF08669,GCV_T_C,Domain
25293,PDRG1,Q9NUG6,133,13,110,PF01920,Prefoldin_2,Coiled-coil
47350,PDS5A,Q29RF7,1337,NA,NA,NA,NA,NA
46031,PDS5B,Q9NTI5,1447,NA,NA,NA,NA,NA
25019,PDSS1,Q5T2R2,415,118,367,PF00348,polyprenyl_synt,Domain
43747,PDSS2,Q86YH6,399,106,316,PF00348,polyprenyl_synt,Domain
29741,PDX1,P52945,283,147,203,PF00046,Homeodomain,Domain
23827,PDXDC1,Q6P996,788,167,318,PF00282,Pyridoxal_deC,Domain
22191,PDXDC2P,Q6P474,469,168,321,PF00282,Pyridoxal_deC,Domain
26664,PDXK,O00764,312,70,284,PF08543,Phos_pyr_kin,Family
26006,PDXP,Q96GD0,296,22,128,PF13344,Hydrolase_6,Domain
26007,PDXP,Q96GD0,296,210,290,PF13242,Hydrolase_like,Domain
28891,PDYN,P01213,254,21,67,PF01160,Opiods_neuropep,Family
30855,PDZD11,Q5EBL8,140,47,125,PF00595,PDZ,Domain
26375,PDZD2,O15018,2839,334,416,PF00595,PDZ,Domain
26376,PDZD2,O15018,2839,587,671,PF00595,PDZ,Domain
26372,PDZD2,O15018,2839,728,811,PF00595,PDZ,Domain
26373,PDZD2,O15018,2839,2623,2697,PF00595,PDZ,Domain
26374,PDZD2,O15018,2839,2751,2833,PF00595,PDZ,Domain
21218,PDZD3,Q86UT5,571,116,193,PF00595,PDZ,Domain
21217,PDZD3,Q86UT5,571,224,298,PF00595,PDZ,Domain
21219,PDZD3,Q86UT5,571,330,409,PF00595,PDZ,Domain
21220,PDZD3,Q86UT5,571,492,540,PF17820,PDZ_6,Domain
28130,PDZD4,Q76G19,769,130,212,PF00595,PDZ,Domain
20598,PDZD7,Q9H5P4,1033,86,164,PF00595,PDZ,Domain
20596,PDZD7,Q9H5P4,1033,212,289,PF00595,PDZ,Domain
20597,PDZD7,Q9H5P4,1033,862,947,PF00595,PDZ,Domain
26380,PDZD8,Q8NEN9,1154,395,444,PF17820,PDZ_6,Domain
26381,PDZD8,Q8NEN9,1154,841,890,PF00130,C1_1,Domain
36064,PDZD9,Q8IXQ8,264,19,107,PF00595,PDZ,Domain
20858,PDZK1,Q5T2W1,519,9,87,PF00595,PDZ,Domain
20859,PDZK1,Q5T2W1,519,137,212,PF00595,PDZ,Domain
20860,PDZK1,Q5T2W1,519,242,320,PF00595,PDZ,Domain
20857,PDZK1,Q5T2W1,519,402,456,PF17820,PDZ_6,Domain
20960,PDZK1IP1,Q13113,114,1,114,PF15807,MAP17,Family
30860,PDZK1P1,A8MUH7,402,15,90,PF00595,PDZ,Domain
30859,PDZK1P1,A8MUH7,402,120,203,PF00595,PDZ,Domain
30858,PDZK1P1,A8MUH7,402,285,339,PF17820,PDZ_6,Domain
7575,PDZRN3,Q9UPQ7,1066,17,56,PF13923,zf-C3HC4_2,Domain
7576,PDZRN3,Q9UPQ7,1066,249,336,PF00595,PDZ,Domain
7577,PDZRN3,Q9UPQ7,1066,419,501,PF00595,PDZ,Domain
23326,PDZRN4,Q6ZMN7,1036,17,56,PF13923,zf-C3HC4_2,Domain
23328,PDZRN4,Q6ZMN7,1036,224,311,PF00595,PDZ,Domain
23327,PDZRN4,Q6ZMN7,1036,402,485,PF00595,PDZ,Domain
21898,PEA15,Q15121,130,4,85,PF01335,DED,Domain
21897,PEAK1,Q9H792,1746,1449,1662,PF00069,Pkinase,Domain
47302,PEAK3,Q6ZS72,473,NA,NA,NA,NA,NA
23252,PEAR1,Q5VY43,1037,276,321,PF00053,Laminin_EGF,Domain
23253,PEAR1,Q5VY43,1037,319,365,PF00053,Laminin_EGF,Domain
23254,PEAR1,Q5VY43,1037,537,582,PF00053,Laminin_EGF,Domain
23251,PEAR1,Q5VY43,1037,622,667,PF00053,Laminin_EGF,Domain
28656,PEBP1,P30086,187,25,169,PF01161,PBP,Domain
29767,PEBP4,Q96S96,227,63,200,PF01161,PBP,Domain
22907,PECAM1,P16284,738,327,404,PF13895,Ig_2,Domain
22908,PECAM1,P16284,738,409,496,PF17736,Ig_C17orf99,Domain
30146,PECR,Q9BY49,303,25,266,PF13561,adh_short_C2,Domain
21293,PEF1,Q9UBV8,284,116,181,PF13499,EF-hand_7,Domain
21292,PEF1,Q9UBV8,284,185,218,PF13405,EF-hand_6,Domain
26699,PEG10,Q86TG7,708,62,165,PF16297,DUF4939,Family
26698,PEG10,Q86TG7,708,360,470,PF08284,RVP_2,Domain
29770,PEG3,Q9GZU2,1588,42,131,PF02023,SCAN,Domain
29772,PEG3,Q9GZU2,1588,452,474,PF00096,zf-C2H2,Domain
29771,PEG3,Q9GZU2,1588,505,527,PF00096,zf-C2H2,Domain
29777,PEG3,Q9GZU2,1588,627,649,PF00096,zf-C2H2,Domain
29776,PEG3,Q9GZU2,1588,969,991,PF00096,zf-C2H2,Domain
29774,PEG3,Q9GZU2,1588,1107,1129,PF00096,zf-C2H2,Domain
29775,PEG3,Q9GZU2,1588,1163,1185,PF00096,zf-C2H2,Domain
29773,PEG3,Q9GZU2,1588,1225,1247,PF00096,zf-C2H2,Domain
29769,PEG3,Q9GZU2,1588,1280,1303,PF13913,zf-C2HC_2,Domain
29778,PEG3,Q9GZU2,1588,1332,1354,PF00096,zf-C2H2,Domain
29768,PEG3,Q9GZU2,1588,1564,1586,PF00096,zf-C2H2,Domain
29366,PELI1,Q96FA3,418,8,418,PF04710,Pellino,Family
28658,PELI2,Q9HAT8,420,10,420,PF04710,Pellino,Family
24237,PELI3,Q8N2H9,469,71,469,PF04710,Pellino,Family
25303,PELO,Q9BRX2,385,1,129,PF03463,eRF1_1,Domain
25305,PELO,Q9BRX2,385,136,268,PF03464,eRF1_2,Domain
25304,PELO,Q9BRX2,385,271,370,PF03465,eRF1_3,Domain
36790,PELP1,Q8IZL8,1130,53,231,PF08167,RIX1,Domain
36791,PELP1,Q8IZL8,1130,423,489,PF08166,NUC202,Domain
36789,PELP1,Q8IZL8,1130,569,642,PF08166,NUC202,Domain
14493,PEMT,Q9UBM1,199,88,192,PF04191,PEMT,Family
27092,PENK,P01210,267,25,70,PF01160,Opiods_neuropep,Family
21290,PEPD,P12955,493,23,144,PF05195,AMP_N,Domain
21289,PEPD,P12955,493,193,459,PF00557,Peptidase_M24,Domain
22546,PER1,O15534,1290,371,459,PF08447,PAS_3,Domain
22545,PER1,O15534,1290,1032,1225,PF12114,Period_C,Family
29114,PER2,O15055,1255,344,432,PF08447,PAS_3,Domain
29115,PER2,O15055,1255,1046,1232,PF12114,Period_C,Family
21295,PER3,P56645,1201,284,374,PF08447,PAS_3,Domain
21294,PER3,P56645,1201,1029,1195,PF12114,Period_C,Family
45975,PERCC1,A0A1W2PR82,267,NA,NA,NA,NA,NA
46539,PERM1,Q5SV97,790,NA,NA,NA,NA,NA
24550,PERP,Q96FX8,193,14,169,PF00822,PMP22_Claudin,Family
29361,PES1,O00541,588,7,280,PF06732,Pescadillo_N,Family
29360,PES1,O00541,588,323,414,PF16589,BRCT_2,Family
7563,PET100,P0DJ07,73,1,69,PF09803,Pet100,Family
23885,PET117,Q6UWS5,81,4,69,PF15786,PET117,Family
30150,PEX1,O43933,1283,17,98,PF09263,PEX-2N,Domain
30149,PEX1,O43933,1283,104,179,PF09262,PEX-1N,Domain
30148,PEX1,O43933,1283,595,733,PF00004,AAA,Domain
30151,PEX1,O43933,1283,877,1007,PF00004,AAA,Domain
30147,PEX1,O43933,1283,1029,1077,PF17862,AAA_lid_3,Domain
7520,PEX10,O60683,326,18,243,PF04757,Pex2_Pex12,Family
7519,PEX10,O60683,326,269,315,PF13920,zf-C3HC4_3,Domain
35639,PEX11A,O75192,247,1,238,PF05648,PEX11,Family
28387,PEX11B,O96011,259,1,251,PF05648,PEX11,Family
22608,PEX11G,Q96HA9,241,4,230,PF05648,PEX11,Family
30865,PEX12,O00623,359,26,267,PF04757,Pex2_Pex12,Family
21296,PEX13,Q92968,403,117,254,PF04088,Peroxin-13_N,Family
21297,PEX13,Q92968,403,279,332,PF14604,SH3_9,Domain
29113,PEX14,O75381,377,24,69,PF04695,Pex14_N,Domain
22912,PEX16,Q9Y5Y5,336,9,329,PF08610,Pex16,Family
36793,PEX19,P40855,299,74,299,PF04614,Pex19,Family
24911,PEX2,P28328,305,26,225,PF04757,Pex2_Pex12,Family
24910,PEX2,P28328,305,244,283,PF00097,zf-C3HC4,Domain
30153,PEX26,Q7Z412,305,1,302,PF07163,Pex26,Family
30516,PEX3,P56589,373,7,100,PF04882,Peroxin-3,Family
30517,PEX3,P56589,373,94,364,PF04882,Peroxin-3,Family
23265,PEX5,P50542,639,339,403,PF13432,TPR_16,Family
23264,PEX5,P50542,639,556,589,PF13181,TPR_8,Repeat
27106,PEX5L,Q8IYB4,626,360,393,PF13181,TPR_8,Repeat
27105,PEX5L,Q8IYB4,626,487,540,PF13432,TPR_16,Family
27104,PEX5L,Q8IYB4,626,542,575,PF13181,TPR_8,Repeat
27933,PEX6,Q13608,980,466,595,PF00004,AAA,Domain
27932,PEX6,Q13608,980,740,872,PF00004,AAA,Domain
24246,PEX7,O00628,323,58,96,PF00400,WD40,Repeat
24244,PEX7,O00628,323,101,141,PF00400,WD40,Repeat
24245,PEX7,O00628,323,145,184,PF00400,WD40,Repeat
24243,PEX7,O00628,323,232,271,PF00400,WD40,Repeat
25329,PF4,P02776,101,39,98,PF00048,IL8,Domain
27100,PF4V1,P10720,104,42,100,PF00048,IL8,Domain
21953,PFAS,O15067,1338,39,160,PF18076,FGAR-AT_N,Domain
21956,PFAS,O15067,1338,184,232,PF18072,FGAR-AT_linker,Domain
21955,PFAS,O15067,1338,444,603,PF02769,AIRS_C,Domain
21957,PFAS,O15067,1338,848,991,PF02769,AIRS_C,Domain
21954,PFAS,O15067,1338,1062,1333,PF13507,GATase_5,Domain
28905,PFDN1,O60925,122,14,119,PF01920,Prefoldin_2,Coiled-coil
20988,PFDN2,Q9UHV9,154,24,129,PF01920,Prefoldin_2,Coiled-coil
14492,PFDN4,Q9NQP4,134,20,126,PF01920,Prefoldin_2,Coiled-coil
23840,PFDN5,Q99471,154,22,143,PF02996,Prefoldin,Coiled-coil
29368,PFDN6,O15212,129,10,115,PF01920,Prefoldin_2,Coiled-coil
38453,PFKFB1,P16118,471,30,251,PF01591,6PF2K,Domain
38454,PFKFB1,P16118,471,254,440,PF00300,His_Phos_1,Domain
41959,PFKFB2,O60825,505,26,249,PF01591,6PF2K,Domain
41960,PFKFB2,O60825,505,252,438,PF00300,His_Phos_1,Domain
34514,PFKFB3,Q16875,520,24,246,PF01591,6PF2K,Domain
34515,PFKFB3,Q16875,520,249,435,PF00300,His_Phos_1,Domain
41757,PFKFB4,Q16877,469,28,249,PF01591,6PF2K,Domain
41756,PFKFB4,Q16877,469,252,438,PF00300,His_Phos_1,Domain
30155,PFKL,P17858,780,17,324,PF00365,PFK,Domain
30154,PFKL,P17858,780,401,686,PF00365,PFK,Domain
26693,PFKM,P08237,780,17,324,PF00365,PFK,Domain
26692,PFKM,P08237,780,402,687,PF00365,PFK,Domain
28136,PFKP,Q01813,784,26,333,PF00365,PFK,Domain
28135,PFKP,Q01813,784,412,697,PF00365,PFK,Domain
6332,PFN1,P07737,140,2,140,PF00235,Profilin,Domain
27144,PFN2,P35080,140,2,140,PF00235,Profilin,Domain
35613,PFN3,P60673,137,2,137,PF00235,Profilin,Domain
